Customer ID,First Name,Last Name,Age,Gender,Address,City,Contact Number,Email,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,TransactionID,Transaction Date,Transaction Type,Transaction Amount,Account Balance After Transaction,Branch ID,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Approval/Rejection Date,Loan Status,CardID,Card Type,Credit Limit,Credit Card Balance,Minimum Payment Due,Payment Due Date,Last Credit Card Payment Date,Rewards Points,Feedback ID,Feedback Date,Feedback Type,Resolution Status,Resolution Date,Anomaly
4109,Thomas,Perez,22,Other,Address_4109,Dallas,19458798962,thomas.perez@kag.com,Current,292.31,3/2/2019,6/10/2023,4109,2/1/2023,Transfer,2276.91,-1984.6,96,4109,9935.74,Personal,8.62,48,5/28/2022,Closed,4109,AMEX,4934.3,3928.5,196.42,12/6/2023,5/9/2023,8580,4109,9/14/2023,Complaint,Pending,11/3/2023,1
4110,Paul,Anderson,67,Other,Address_4110,San Francisco,19458798963,paul.anderson@kag.com,Current,8938.75,1/25/2016,4/14/2023,4110,12/12/2023,Deposit,2180.38,11119.13,95,4110,5719.16,Auto,7.78,36,11/3/2022,Closed,4110,AMEX,7573.15,3582.17,179.11,1/27/2023,7/10/2023,279,4110,11/22/2023,Suggestion,Resolved,11/20/2023,1
4111,Deborah,Gonzalez,23,Male,Address_4111,Kansas City,19458798964,deborah.gonzalez@kag.com,Current,7495.35,4/27/2016,6/7/2023,4111,4/5/2023,Transfer,3359.03,4136.32,84,4111,16532.28,Mortgage,2.22,12,4/20/2020,Closed,4111,AMEX,7208.44,1488.24,74.41,11/19/2023,7/23/2023,9924,4111,4/28/2023,Suggestion,Pending,7/5/2023,1
4112,Joshua,Ramirez,31,Female,Address_4112,Omaha,19458798965,joshua.ramirez@kag.com,Current,4415.02,6/23/2012,11/5/2023,4112,4/16/2023,Deposit,1953.11,6368.13,94,4112,1167.54,Auto,1.97,60,4/6/2022,Approved,4112,Visa,8042.62,2363.81,118.19,6/26/2023,8/10/2023,3827,4112,5/12/2023,Suggestion,Pending,10/31/2023,1
4113,Betty,Allen,69,Female,Address_4113,San Jose,19458798966,betty.allen@kag.com,Savings,7627.84,7/1/2022,5/14/2023,4113,6/24/2023,Transfer,2568.45,5059.39,3,4113,38130.68,Auto,6.77,24,8/31/2022,Approved,4113,Visa,7799.94,2354.5,117.72,5/21/2023,1/9/2023,2205,4113,3/4/2023,Suggestion,Pending,9/17/2023,1
4114,Kenneth,Nelson,66,Other,Address_4114,Atlanta,19458798967,kenneth.nelson@kag.com,Current,9340.88,4/14/2008,2/23/2023,4114,11/22/2023,Deposit,4543.17,4797.71,84,4114,8751.0,Personal,6.95,60,9/25/2021,Approved,4114,MasterCard,4247.65,4728.81,236.44,6/20/2023,4/3/2023,7790,4114,1/11/2023,Praise,Pending,3/31/2023,1
4115,Andrew,Thompson,35,Male,Address_4115,Philadelphia,19458798968,andrew.thompson@kag.com,Savings,2870.93,11/25/2016,12/1/2023,4115,10/18/2023,Withdrawal,849.73,3720.66,8,4115,31666.0,Personal,2.33,24,9/1/2021,Rejected,4115,AMEX,8547.34,3235.29,161.76,11/17/2023,5/14/2023,5913,4115,6/29/2023,Complaint,Resolved,7/28/2023,1
4116,Timothy,Allen,27,Female,Address_4116,Nashville,19458798969,timothy.allen@kag.com,Current,2929.59,5/23/2009,2/5/2023,4116,11/27/2023,Withdrawal,536.48,2393.11,85,4116,41796.53,Personal,8.69,48,2/24/2021,Rejected,4116,MasterCard,1349.14,1711.29,85.56,3/6/2023,6/18/2023,4774,4116,4/28/2023,Complaint,Resolved,8/21/2023,1
4117,Deborah,Nelson,40,Male,Address_4117,Mesa,19458798970,deborah.nelson@kag.com,Current,4878.25,3/17/2005,11/15/2023,4117,2/6/2023,Deposit,3736.32,8614.57,48,4117,45944.68,Personal,8.86,12,8/7/2020,Closed,4117,MasterCard,1256.27,2561.41,128.07,9/3/2023,1/24/2023,6978,4117,10/16/2023,Praise,Pending,4/10/2023,-1
4118,Karen,Moore,68,Other,Address_4118,San Antonio,19458798971,karen.moore@kag.com,Current,7098.31,7/16/2013,5/11/2023,4118,1/22/2023,Transfer,3717.08,3381.23,23,4118,28321.16,Auto,4.75,48,2/3/2022,Closed,4118,AMEX,9604.99,4437.0,221.85,8/7/2023,5/8/2023,9969,4118,7/4/2023,Complaint,Resolved,11/25/2023,1
4119,Susan,Roberts,35,Other,Address_4119,Mesa,19458798972,susan.roberts@kag.com,Current,9931.07,2/11/2009,11/9/2023,4119,8/6/2023,Withdrawal,4599.03,14530.1,1,4119,39625.91,Personal,6.47,24,2/15/2021,Approved,4119,Visa,8888.19,3608.98,180.45,2/19/2023,4/17/2023,1700,4119,3/30/2023,Complaint,Pending,12/26/2023,1
4120,Andrew,Robinson,21,Other,Address_4120,Boston,19458798973,andrew.robinson@kag.com,Savings,1713.02,11/29/2000,3/21/2023,4120,3/27/2023,Withdrawal,4915.95,-3202.93,2,4120,23283.81,Personal,5.6,12,9/15/2022,Closed,4120,MasterCard,4623.76,3046.69,152.33,2/26/2023,4/21/2023,6541,4120,8/15/2023,Suggestion,Pending,5/27/2023,1
4121,Amanda,Sanchez,69,Other,Address_4121,Austin,19458798974,amanda.sanchez@kag.com,Current,3487.14,11/28/2003,9/29/2023,4121,11/12/2023,Transfer,1928.08,1559.06,74,4121,25018.86,Mortgage,1.32,24,6/29/2020,Rejected,4121,AMEX,8587.49,2703.28,135.16,1/25/2023,12/8/2023,9305,4121,6/23/2023,Complaint,Resolved,12/3/2023,1
4122,Kenneth,Thomas,49,Female,Address_4122,Columbus,19458798975,kenneth.thomas@kag.com,Current,3698.06,8/25/2014,4/30/2023,4122,2/11/2023,Withdrawal,1893.36,1804.7,37,4122,27791.84,Mortgage,1.81,48,3/14/2022,Rejected,4122,MasterCard,6850.68,2534.86,126.74,10/25/2023,11/12/2023,7497,4122,3/19/2023,Complaint,Resolved,9/21/2023,-1
4123,John,Gonzalez,64,Other,Address_4123,Memphis,19458798976,john.gonzalez@kag.com,Savings,7285.66,11/26/2009,5/14/2023,4123,5/21/2023,Deposit,4524.24,2761.42,94,4123,33836.71,Mortgage,8.02,24,6/2/2020,Closed,4123,MasterCard,2530.25,2266.27,113.31,5/30/2023,1/4/2023,2371,4123,4/26/2023,Praise,Resolved,11/6/2023,1
4124,Kenneth,Hill,23,Female,Address_4124,Jacksonville,19458798977,kenneth.hill@kag.com,Current,8877.32,7/25/2001,7/24/2023,4124,8/3/2023,Transfer,4304.95,4572.37,51,4124,33825.95,Mortgage,5.39,12,8/14/2020,Approved,4124,MasterCard,5105.28,4454.64,222.73,5/18/2023,1/14/2023,8908,4124,4/4/2023,Complaint,Resolved,4/6/2023,1
4125,Richard,Allen,43,Female,Address_4125,Phoenix,19458798978,richard.allen@kag.com,Current,1919.57,3/12/2002,9/22/2023,4125,6/9/2023,Deposit,1883.45,3803.02,44,4125,39483.52,Auto,6.5,60,1/28/2020,Closed,4125,Visa,1569.88,193.17,9.66,5/28/2023,3/18/2023,3486,4125,3/6/2023,Complaint,Resolved,5/4/2023,1
4126,Karen,Sanchez,23,Male,Address_4126,San Diego,19458798979,karen.sanchez@kag.com,Current,7165.14,4/3/2003,8/21/2023,4126,10/6/2023,Deposit,390.72,6774.42,24,4126,31230.26,Mortgage,6.52,48,8/3/2022,Rejected,4126,MasterCard,4014.38,1517.81,75.89,5/1/2023,6/8/2023,5544,4126,11/20/2023,Suggestion,Pending,1/10/2023,1
4127,Paul,Mitchell,52,Other,Address_4127,Phoenix,19458798980,paul.mitchell@kag.com,Current,9105.26,12/17/2022,1/28/2023,4127,6/20/2023,Transfer,2910.31,12015.57,32,4127,44249.07,Mortgage,4.42,24,3/9/2020,Closed,4127,AMEX,2862.84,3545.13,177.26,1/11/2023,2/8/2023,1057,4127,8/25/2023,Suggestion,Pending,11/17/2023,1
4128,Richard,Smith,58,Female,Address_4128,Las Vegas,19458798981,richard.smith@kag.com,Savings,1300.83,10/10/2022,10/28/2023,4128,6/9/2023,Withdrawal,1350.81,2651.64,56,4128,35752.57,Mortgage,1.26,24,9/15/2022,Rejected,4128,Visa,8392.71,4380.84,219.04,11/29/2023,10/2/2023,1869,4128,5/13/2023,Praise,Resolved,8/26/2023,1
4129,Margaret,Carter,60,Male,Address_4129,Omaha,19458798982,margaret.carter@kag.com,Savings,6387.09,10/30/2011,2/27/2023,4129,8/28/2023,Deposit,4543.89,10930.98,50,4129,46518.68,Auto,8.08,60,8/3/2020,Approved,4129,AMEX,7636.27,4841.8,242.09,10/17/2023,10/8/2023,2241,4129,7/21/2023,Praise,Pending,2/10/2023,1
4130,Donald,Nguyen,22,Male,Address_4130,Detroit,19458798983,donald.nguyen@kag.com,Savings,2103.6,1/7/2009,1/29/2023,4130,12/24/2023,Withdrawal,4032.53,6136.13,64,4130,37771.4,Auto,5.22,12,3/3/2022,Approved,4130,AMEX,1549.71,4756.98,237.85,10/10/2023,6/5/2023,1361,4130,3/20/2023,Complaint,Resolved,4/30/2023,1
4131,Mary,Johnson,31,Other,Address_4131,Philadelphia,19458798984,mary.johnson@kag.com,Savings,4467.3,2/24/2007,12/17/2023,4131,6/5/2023,Deposit,4505.86,8973.16,30,4131,37196.51,Auto,2.25,36,6/11/2021,Approved,4131,AMEX,5841.49,1879.72,93.99,11/6/2023,3/18/2023,852,4131,6/15/2023,Praise,Resolved,3/4/2023,1
4132,Jessica,Carter,19,Other,Address_4132,Indianapolis,19458798985,jessica.carter@kag.com,Current,1355.41,9/25/2012,11/9/2023,4132,8/20/2023,Transfer,413.76,941.65,38,4132,43159.46,Mortgage,1.19,36,9/27/2021,Approved,4132,MasterCard,7533.71,4378.75,218.94,8/6/2023,1/24/2023,4733,4132,3/3/2023,Praise,Pending,10/9/2023,1
4133,David,Garcia,68,Male,Address_4133,Mesa,19458798986,david.garcia@kag.com,Current,6867.83,8/21/2011,2/2/2023,4133,8/10/2023,Transfer,4324.42,2543.41,78,4133,33134.7,Auto,1.16,36,11/24/2021,Approved,4133,Visa,6609.39,2741.96,137.1,5/25/2023,2/9/2023,6428,4133,11/13/2023,Praise,Pending,8/4/2023,1
4134,David,Rivera,57,Female,Address_4134,Fort Worth,19458798987,david.rivera@kag.com,Savings,4073.62,3/21/2010,4/18/2023,4134,12/3/2023,Transfer,2969.5,1104.12,55,4134,9799.19,Auto,1.3,48,10/11/2022,Closed,4134,MasterCard,1485.81,1857.0,92.85,4/19/2023,1/15/2023,9406,4134,3/11/2023,Complaint,Pending,6/28/2023,1
4135,Donna,Roberts,30,Other,Address_4135,Austin,19458798988,donna.roberts@kag.com,Current,5715.8,11/8/2016,9/29/2023,4135,6/19/2023,Withdrawal,1084.98,6800.78,3,4135,5065.45,Mortgage,2.4,36,10/15/2022,Rejected,4135,AMEX,2776.2,4532.77,226.64,1/21/2023,12/7/2023,9695,4135,9/4/2023,Complaint,Resolved,12/6/2023,-1
4136,William,Nguyen,68,Male,Address_4136,Chicago,19458798989,william.nguyen@kag.com,Current,5283.07,9/18/2006,12/11/2023,4136,10/12/2023,Deposit,1513.3,6796.37,25,4136,16475.48,Auto,3.08,36,1/29/2022,Approved,4136,MasterCard,4459.44,3038.8,151.94,1/16/2023,2/23/2023,547,4136,3/27/2023,Praise,Pending,8/7/2023,1
4137,Lisa,Adams,22,Male,Address_4137,Atlanta,19458798990,lisa.adams@kag.com,Savings,6970.45,3/20/2002,7/10/2023,4137,8/31/2023,Transfer,2288.61,9259.06,45,4137,40905.3,Auto,3.22,60,5/30/2021,Approved,4137,MasterCard,2151.95,3846.49,192.32,11/4/2023,3/29/2023,6092,4137,12/5/2023,Praise,Pending,2/6/2023,1
4138,Steven,White,64,Female,Address_4138,Philadelphia,19458798991,steven.white@kag.com,Savings,8966.23,3/9/2019,3/22/2023,4138,12/24/2023,Deposit,3141.94,12108.17,62,4138,2063.68,Auto,6.69,36,9/15/2022,Rejected,4138,Visa,2318.19,1258.4,62.92,6/2/2023,3/20/2023,2508,4138,1/23/2023,Suggestion,Pending,12/16/2023,1
4139,Margaret,Moore,53,Female,Address_4139,Denver,19458798992,margaret.moore@kag.com,Savings,2869.52,1/17/2012,3/23/2023,4139,6/11/2023,Deposit,1171.31,4040.83,7,4139,8351.94,Mortgage,3.17,24,6/23/2022,Closed,4139,AMEX,4476.89,1979.14,98.96,6/2/2023,1/5/2023,4994,4139,3/31/2023,Complaint,Pending,7/25/2023,1
4140,Brian,Clark,53,Male,Address_4140,Seattle,19458798993,brian.clark@kag.com,Current,5992.15,8/7/2000,4/6/2023,4140,4/24/2023,Transfer,1043.14,7035.29,81,4140,6199.67,Auto,7.07,60,9/22/2020,Rejected,4140,AMEX,5415.27,243.47,12.17,6/7/2023,2/8/2023,1584,4140,3/28/2023,Praise,Pending,7/21/2023,1
4141,Daniel,Green,67,Female,Address_4141,Indianapolis,19458798994,daniel.green@kag.com,Current,5780.29,5/3/2021,5/26/2023,4141,9/25/2023,Deposit,4461.88,10242.17,27,4141,2821.57,Personal,8.41,24,9/23/2021,Closed,4141,AMEX,1601.8,635.72,31.79,5/4/2023,4/19/2023,3769,4141,5/24/2023,Praise,Resolved,4/20/2023,1
4142,Brian,Davis,36,Other,Address_4142,El Paso,19458798995,brian.davis@kag.com,Current,3219.94,9/26/2016,2/26/2023,4142,4/1/2023,Deposit,4227.66,7447.6,23,4142,40703.91,Auto,4.46,48,8/28/2020,Rejected,4142,MasterCard,7566.85,3247.51,162.38,2/11/2023,7/10/2023,7645,4142,12/14/2023,Complaint,Pending,6/27/2023,1
4143,Brian,Ramirez,37,Male,Address_4143,Atlanta,19458798996,brian.ramirez@kag.com,Current,5045.9,9/8/2008,8/6/2023,4143,10/23/2023,Transfer,3836.22,1209.68,32,4143,14699.71,Mortgage,7.47,60,2/6/2021,Closed,4143,MasterCard,5887.33,1109.0,55.45,2/7/2023,7/19/2023,250,4143,9/21/2023,Praise,Resolved,3/29/2023,1
4144,Kimberly,Martinez,39,Female,Address_4144,Dallas,19458798997,kimberly.martinez@kag.com,Current,500.49,10/12/2007,8/30/2023,4144,12/23/2023,Deposit,3806.84,-3306.35,2,4144,36717.38,Personal,1.94,24,3/22/2022,Approved,4144,Visa,9650.7,2077.89,103.89,5/24/2023,3/17/2023,300,4144,8/17/2023,Praise,Pending,9/21/2023,1
4145,David,Taylor,48,Female,Address_4145,Chicago,19458798998,david.taylor@kag.com,Current,4326.64,1/26/2013,10/11/2023,4145,11/4/2023,Transfer,3832.21,8158.85,75,4145,7953.69,Personal,3.95,24,3/12/2022,Closed,4145,Visa,3525.28,2061.46,103.07,8/8/2023,3/19/2023,1905,4145,4/9/2023,Complaint,Pending,2/10/2023,1
4146,Nancy,Lewis,58,Female,Address_4146,San Diego,19458798999,nancy.lewis@kag.com,Savings,2778.22,3/18/2014,6/17/2023,4146,11/14/2023,Withdrawal,4621.26,7399.48,34,4146,21037.75,Mortgage,7.14,12,3/31/2022,Closed,4146,AMEX,3346.86,3838.27,191.91,12/13/2023,5/28/2023,4852,4146,6/22/2023,Suggestion,Resolved,8/19/2023,1
4147,Linda,Garcia,64,Female,Address_4147,Kansas City,19458799000,linda.garcia@kag.com,Savings,8653.36,6/5/2005,5/16/2023,4147,11/21/2023,Deposit,4220.16,12873.52,52,4147,6706.81,Auto,9.39,12,2/9/2022,Rejected,4147,MasterCard,4053.77,2835.1,141.76,11/19/2023,4/2/2023,3533,4147,11/12/2023,Praise,Pending,8/29/2023,1
4148,John,Wilson,61,Male,Address_4148,Houston,19458799001,john.wilson@kag.com,Savings,3642.14,8/8/2007,5/21/2023,4148,11/13/2023,Transfer,1948.99,1693.15,61,4148,1121.54,Mortgage,6.54,12,8/21/2021,Approved,4148,MasterCard,5896.52,3387.15,169.36,12/18/2023,6/26/2023,8213,4148,4/8/2023,Suggestion,Pending,1/26/2023,1
4149,Margaret,Perez,21,Female,Address_4149,Fort Worth,19458799002,margaret.perez@kag.com,Savings,2002.88,11/17/2018,6/21/2023,4149,12/6/2023,Withdrawal,2361.8,4364.68,34,4149,31044.95,Mortgage,4.27,12,8/26/2020,Closed,4149,AMEX,3748.79,608.77,30.44,5/13/2023,3/31/2023,7488,4149,11/19/2023,Suggestion,Pending,3/13/2023,1
4150,Karen,Garcia,20,Other,Address_4150,Milwaukee,19458799003,karen.garcia@kag.com,Current,5343.75,3/27/2003,2/16/2023,4150,10/29/2023,Deposit,3026.77,8370.52,7,4150,24568.11,Mortgage,3.82,36,7/30/2022,Rejected,4150,Visa,3731.71,3033.61,151.68,10/30/2023,1/18/2023,6973,4150,10/17/2023,Suggestion,Pending,5/16/2023,1
4151,Michael,Sanchez,54,Other,Address_4151,Boston,19458799004,michael.sanchez@kag.com,Savings,8128.55,9/22/2012,1/10/2023,4151,8/21/2023,Transfer,2383.24,5745.31,10,4151,21415.18,Personal,4.52,48,1/15/2020,Rejected,4151,Visa,8735.59,3091.23,154.56,8/22/2023,1/23/2023,2611,4151,1/21/2023,Praise,Pending,7/13/2023,1
4152,Betty,Hill,42,Male,Address_4152,Indianapolis,19458799005,betty.hill@kag.com,Savings,3605.05,3/2/2022,10/24/2023,4152,3/13/2023,Deposit,1491.72,5096.77,89,4152,4854.32,Auto,6.88,36,5/2/2020,Rejected,4152,Visa,1874.42,2665.4,133.27,12/5/2023,4/16/2023,3670,4152,10/23/2023,Suggestion,Resolved,7/13/2023,1
4153,Jennifer,Lopez,66,Male,Address_4153,Columbus,19458799006,jennifer.lopez@kag.com,Savings,8483.62,9/28/2005,7/14/2023,4153,4/17/2023,Withdrawal,4307.14,4176.48,2,4153,29822.04,Mortgage,3.94,48,1/18/2021,Rejected,4153,MasterCard,5498.36,505.91,25.3,1/20/2023,2/12/2023,8729,4153,4/9/2023,Praise,Pending,4/23/2023,1
4154,Amanda,Wright,54,Other,Address_4154,San Jose,19458799007,amanda.wright@kag.com,Savings,3328.68,4/1/2022,11/26/2023,4154,2/19/2023,Deposit,4019.21,-690.53,30,4154,39220.05,Auto,5.23,60,9/19/2020,Approved,4154,MasterCard,7787.87,3856.71,192.84,1/19/2023,11/12/2023,9300,4154,8/22/2023,Complaint,Resolved,9/2/2023,1
4155,Amanda,Wilson,21,Other,Address_4155,San Antonio,19458799008,amanda.wilson@kag.com,Current,7382.42,5/19/2019,1/15/2023,4155,12/27/2023,Transfer,1955.4,5427.02,81,4155,4294.98,Personal,7.83,48,10/17/2020,Rejected,4155,AMEX,9611.36,2722.73,136.14,3/17/2023,4/26/2023,7748,4155,6/2/2023,Praise,Pending,3/29/2023,1
4156,Charles,Perez,56,Male,Address_4156,Fort Worth,19458799009,charles.perez@kag.com,Savings,1240.99,12/2/2017,8/4/2023,4156,1/2/2023,Deposit,582.19,658.8,29,4156,21259.46,Auto,3.14,36,10/22/2022,Closed,4156,Visa,8935.2,2710.64,135.53,1/23/2023,12/8/2023,5995,4156,4/29/2023,Suggestion,Pending,9/21/2023,1
4157,Betty,Thompson,24,Other,Address_4157,Atlanta,19458799010,betty.thompson@kag.com,Current,715.79,9/4/2007,7/8/2023,4157,3/7/2023,Deposit,34.3,750.09,82,4157,16266.27,Mortgage,7.45,60,6/10/2020,Approved,4157,Visa,2909.62,4248.44,212.42,2/24/2023,2/19/2023,4281,4157,9/15/2023,Complaint,Pending,1/25/2023,1
4158,Michelle,Mitchell,24,Other,Address_4158,Houston,19458799011,michelle.mitchell@kag.com,Savings,7402.0,4/27/2007,9/10/2023,4158,12/24/2023,Deposit,471.31,6930.69,60,4158,44701.96,Personal,7.85,60,5/6/2021,Rejected,4158,Visa,5145.87,1215.69,60.78,11/7/2023,3/25/2023,8867,4158,7/17/2023,Complaint,Resolved,8/22/2023,1
4159,James,Miller,66,Male,Address_4159,Los Angeles,19458799012,james.miller@kag.com,Current,3747.14,9/20/2014,11/26/2023,4159,6/20/2023,Withdrawal,782.17,2964.97,99,4159,13870.13,Personal,8.77,60,12/4/2021,Approved,4159,Visa,6232.89,2533.69,126.68,2/26/2023,2/6/2023,1581,4159,2/24/2023,Complaint,Resolved,9/17/2023,1
4160,Margaret,Flores,42,Male,Address_4160,Sacramento,19458799013,margaret.flores@kag.com,Savings,3990.65,8/26/2008,2/21/2023,4160,8/3/2023,Withdrawal,3292.38,7283.03,17,4160,47269.75,Personal,1.21,12,6/30/2021,Approved,4160,AMEX,3924.2,3700.89,185.04,7/11/2023,4/23/2023,6804,4160,4/10/2023,Praise,Resolved,8/16/2023,1
4161,Charles,Roberts,32,Female,Address_4161,Chicago,19458799014,charles.roberts@kag.com,Current,5784.11,1/13/2007,2/28/2023,4161,5/18/2023,Deposit,1105.86,6889.97,56,4161,41591.72,Personal,2.02,36,9/1/2021,Rejected,4161,AMEX,3865.09,4557.92,227.9,12/17/2023,7/4/2023,1206,4161,8/24/2023,Suggestion,Resolved,6/27/2023,1
4162,Kevin,Harris,24,Female,Address_4162,Houston,19458799015,kevin.harris@kag.com,Current,9870.01,9/2/2020,6/25/2023,4162,12/31/2023,Withdrawal,3177.78,13047.79,86,4162,5907.79,Mortgage,9.59,12,8/31/2022,Approved,4162,AMEX,2666.93,4250.76,212.54,3/16/2023,6/7/2023,6050,4162,2/23/2023,Praise,Resolved,6/30/2023,1
4163,Andrew,Gonzalez,64,Other,Address_4163,Kansas City,19458799016,andrew.gonzalez@kag.com,Current,1797.95,12/5/2020,10/22/2023,4163,6/30/2023,Withdrawal,1648.33,149.62,51,4163,24551.25,Mortgage,2.13,24,7/19/2022,Rejected,4163,MasterCard,1453.65,3865.03,193.25,8/16/2023,12/11/2023,5584,4163,9/19/2023,Suggestion,Resolved,8/11/2023,1
4164,Richard,Lee,69,Male,Address_4164,Fort Worth,19458799017,richard.lee@kag.com,Savings,3068.56,5/2/2010,5/6/2023,4164,12/14/2023,Transfer,4476.31,-1407.75,25,4164,32801.07,Auto,5.39,60,1/10/2022,Rejected,4164,Visa,8008.04,4368.84,218.44,8/2/2023,4/25/2023,1446,4164,3/1/2023,Suggestion,Pending,2/11/2023,1
4165,Ronald,Green,21,Female,Address_4165,Denver,19458799018,ronald.green@kag.com,Savings,6522.17,4/6/2020,2/11/2023,4165,7/30/2023,Withdrawal,2350.69,4171.48,84,4165,30060.52,Personal,2.5,60,10/26/2020,Closed,4165,MasterCard,5031.17,1338.82,66.94,6/18/2023,2/16/2023,5058,4165,2/9/2023,Complaint,Resolved,2/15/2023,1
4166,Elizabeth,Martinez,51,Other,Address_4166,Jacksonville,19458799019,elizabeth.martinez@kag.com,Savings,7039.54,2/26/2007,11/3/2023,4166,10/11/2023,Withdrawal,3367.52,10407.06,16,4166,34282.29,Auto,8.31,60,8/21/2020,Approved,4166,AMEX,8846.37,2229.43,111.47,1/14/2023,4/1/2023,2629,4166,3/1/2023,Complaint,Resolved,1/30/2023,1
4167,Amanda,Rodriguez,62,Other,Address_4167,New York,19458799020,amanda.rodriguez@kag.com,Current,7090.84,10/2/2016,11/2/2023,4167,1/2/2023,Withdrawal,2310.12,4780.72,25,4167,21889.02,Personal,1.87,36,5/19/2021,Approved,4167,AMEX,2727.66,4899.36,244.97,9/28/2023,1/5/2023,692,4167,10/4/2023,Praise,Resolved,11/6/2023,1
4168,Timothy,Anderson,61,Other,Address_4168,San Francisco,19458799021,timothy.anderson@kag.com,Current,5994.51,8/13/2004,12/14/2023,4168,6/6/2023,Deposit,4563.57,1430.94,15,4168,45332.39,Auto,1.77,60,6/27/2022,Approved,4168,MasterCard,4342.02,75.24,3.76,7/25/2023,4/12/2023,8843,4168,8/30/2023,Praise,Resolved,8/31/2023,1
4169,Elizabeth,Johnson,59,Other,Address_4169,Indianapolis,19458799022,elizabeth.johnson@kag.com,Current,5924.01,4/18/2002,12/27/2023,4169,11/4/2023,Deposit,3440.18,2483.83,79,4169,14247.68,Auto,5.54,36,9/6/2022,Approved,4169,MasterCard,4198.09,4950.23,247.51,4/27/2023,10/4/2023,9947,4169,3/22/2023,Suggestion,Resolved,8/11/2023,1
4170,Melissa,Harris,36,Male,Address_4170,Dallas,19458799023,melissa.harris@kag.com,Savings,1566.26,8/28/2017,9/11/2023,4170,5/22/2023,Withdrawal,3214.37,4780.63,57,4170,5610.94,Mortgage,3.14,24,8/30/2020,Rejected,4170,MasterCard,6448.06,524.52,26.23,9/4/2023,8/13/2023,9891,4170,3/4/2023,Complaint,Pending,6/30/2023,1
4171,Richard,Gonzalez,64,Other,Address_4171,Dallas,19458799024,richard.gonzalez@kag.com,Savings,8362.79,4/28/2006,3/7/2023,4171,1/28/2023,Transfer,2965.58,5397.21,15,4171,48920.72,Personal,6.95,24,5/7/2022,Rejected,4171,MasterCard,5392.22,4551.94,227.6,7/8/2023,7/20/2023,3006,4171,6/30/2023,Praise,Resolved,12/7/2023,1
4172,Paul,King,66,Female,Address_4172,Dallas,19458799025,paul.king@kag.com,Current,188.07,8/12/2013,2/27/2023,4172,9/14/2023,Withdrawal,4943.17,-4755.1,56,4172,32945.98,Auto,7.16,24,9/16/2020,Closed,4172,AMEX,6466.12,2810.39,140.52,2/1/2023,10/8/2023,9893,4172,10/29/2023,Suggestion,Pending,10/31/2023,1
4173,Donna,King,55,Male,Address_4173,Fort Worth,19458799026,donna.king@kag.com,Savings,4234.01,10/22/2010,5/7/2023,4173,10/27/2023,Transfer,3426.94,7660.95,82,4173,33300.68,Auto,6.27,12,3/24/2020,Rejected,4173,MasterCard,4192.22,1481.11,74.06,2/14/2023,2/7/2023,7454,4173,6/29/2023,Suggestion,Pending,10/4/2023,1
4174,Nancy,Wright,44,Other,Address_4174,Charlotte,19458799027,nancy.wright@kag.com,Current,2232.55,5/27/2011,1/4/2023,4174,9/5/2023,Transfer,3773.16,6005.71,37,4174,41058.81,Personal,8.51,60,6/14/2021,Rejected,4174,MasterCard,9473.42,4750.65,237.53,2/4/2023,6/22/2023,3698,4174,7/16/2023,Suggestion,Resolved,7/23/2023,1
4175,Mary,Nguyen,22,Female,Address_4175,Los Angeles,19458799028,mary.nguyen@kag.com,Savings,1132.97,3/23/2000,8/23/2023,4175,12/2/2023,Withdrawal,417.74,1550.71,65,4175,21650.63,Auto,7.28,24,3/9/2022,Approved,4175,MasterCard,9399.43,3017.94,150.9,9/19/2023,10/29/2023,7696,4175,1/22/2023,Suggestion,Pending,4/29/2023,1
4176,Lisa,Williams,30,Female,Address_4176,Austin,19458799029,lisa.williams@kag.com,Current,3262.96,12/2/2009,2/1/2023,4176,3/26/2023,Transfer,4072.97,7335.93,33,4176,19925.54,Personal,2.69,48,12/23/2021,Approved,4176,MasterCard,8002.49,4441.74,222.09,8/18/2023,12/5/2023,8405,4176,12/29/2023,Suggestion,Pending,5/11/2023,1
4177,Thomas,Adams,63,Male,Address_4177,Austin,19458799030,thomas.adams@kag.com,Current,6606.15,1/10/2014,6/24/2023,4177,8/31/2023,Transfer,2987.62,3618.53,3,4177,47508.11,Auto,1.71,36,1/28/2022,Rejected,4177,MasterCard,9961.49,1913.7,95.68,2/6/2023,8/18/2023,5793,4177,6/6/2023,Complaint,Resolved,5/18/2023,1
4178,Margaret,Garcia,31,Male,Address_4178,San Diego,19458799031,margaret.garcia@kag.com,Current,5021.12,6/5/2018,3/3/2023,4178,7/25/2023,Transfer,1689.94,3331.18,49,4178,19952.29,Mortgage,7.73,48,2/12/2020,Closed,4178,AMEX,2877.39,3271.24,163.56,4/22/2023,7/12/2023,2222,4178,7/6/2023,Complaint,Resolved,9/21/2023,1
